example_id,sentence,source_text,source_norm,source_type,relation,target_text,target_norm,target_type
590,"There were 15 serious adverse events overall , including 1 intracerebral hemorrhage and 2 infections ; there were also 23 nonserious adverse events .",intracerebral hemorrhage,intracerebral hemorrhage,disease,hyponym_of,serious adverse events,serious adverse events,Health_factors
590,"There were 15 serious adverse events overall , including 1 intracerebral hemorrhage and 2 infections ; there were also 23 nonserious adverse events .",infections,infections,disease,hyponym_of,serious adverse events,serious adverse events,Health_factors
591,"CONCLUSIONS These preliminary findings suggest that stimulation of the subthalamic nucleus may reduce the symptoms of severe forms of OCD but is associated with a substantial risk of serious adverse events . ( ClinicalTrials . gov number , NCT00169377 . )",subthalamic nucleus,subthalamic nucleus,region,treatment_for,OCD,ocd,disease
596,"Sensitivity analyses were conducted on prospective studies to test for temporality ( reverse causation ) , TRANSD criteria were applied to test transdiagnosticity of factors , and A Measurement Tool to Assess Systematic Reviews ( AMSTAR ) was employed to address the quality of meta-analyses .",AMSTAR,amstar,method,abbreviation_for,Measurement Tool to Assess Systematic Reviews,measurement tool to assess systematic reviews,method
600,"For dementia , they included type 2 diabetes mellitus ( risk ratio , RR from 1 . 54 to 2 . 28 ) , depression ( RR from 1 . 65 to 1 . 99 ) and low frequency of social contacts ( RR = 1 . 57 ) .",RR,rr,method,abbreviation_for,risk ratio,risk ratio,method
601,"For opioid use disorders , the most robust risk factor was tobacco smoking ( odds ratio , OR = 3 . 07 ) .",OR,or,method,abbreviation_for,odds ratio,odds ratio,method
602,"For non-organic psychotic disorders , the most robust risk factors were clinical high risk state for psychosis ( OR = 9 . 32 ) , cannabis use ( OR = 3 . 90 ) , and childhood adversities ( OR = 2 . 80 ) .",non-organic psychotic disorders,non-organic psychotic disorders,disease,risk_factor_of,cannabis,cannabis,drug
605,"For attention-deficit / hyperactivity disorder ( ADHD ) , they were maternal pre-pregnancy obesity ( OR = 1 . 63 ) , maternal smoking during pregnancy ( OR = 1 . 60 ) , and maternal overweight pre / during pregnancy ( OR = 1 . 28 ) .",ADHD,adhd,disease,abbreviation_for,attention-deficit / hyperactivity disorder,attention-deficit / hyperactivity disorder,disease
606,"Only one robust protective factor was detected : high physical activity ( hazard ratio , HR = 0 . 62 ) for Alzheimer's disease .",HR,hr,method,abbreviation_for,hazard ratio,hazard ratio,method
610,"CONCLUSION : Initiating antidepressant treatment was associated with improvements in depression , viral suppression , and CD4 T cells / mul , highlighting the health benefits of treating depression in PLWHA .",antidepressant treatment,antidepressant treatment,method,treatment_for,depression,depression,disease
610,"CONCLUSION : Initiating antidepressant treatment was associated with improvements in depression , viral suppression , and CD4 T cells / mul , highlighting the health benefits of treating depression in PLWHA .",antidepressant treatment,antidepressant treatment,method,treatment_for,depression,depression,disease
610,"CONCLUSION : Initiating antidepressant treatment was associated with improvements in depression , viral suppression , and CD4 T cells / mul , highlighting the health benefits of treating depression in PLWHA .",antidepressant treatment,antidepressant treatment,method,treatment_for,viral suppression,viral suppression,physiology
610,"CONCLUSION : Initiating antidepressant treatment was associated with improvements in depression , viral suppression , and CD4 T cells / mul , highlighting the health benefits of treating depression in PLWHA .",antidepressant treatment,antidepressant treatment,method,treatment_for,CD4 T cells / mul,cd4 t cells / mul,region
612,"Schizophrenia , characterised by psychotic symptoms and in many cases social and occupational decline , remains an aetiological and therapeutic challenge .",psychotic symptoms,psychotic symptoms,disease,characteristic_of,Schizophrenia,schizophrenia,disease
612,"Schizophrenia , characterised by psychotic symptoms and in many cases social and occupational decline , remains an aetiological and therapeutic challenge .",social and occupational decline,social and occupational decline,Health_factors,characteristic_of,Schizophrenia,schizophrenia,disease
619,Brain functional changes occur in different subregions of the frontal cortex and might ultimately be understandable in terms of disturbed interaction among large-scale brain networks .,Brain functional changes,brain functional changes,symptom,located_in,frontal cortex,frontal cortex,region
619,Brain functional changes occur in different subregions of the frontal cortex and might ultimately be understandable in terms of disturbed interaction among large-scale brain networks .,disturbed interaction,disturbed interaction,disease,located_in,large-scale brain networks,large-scale brain networks,region
620,"Neurochemical disturbance , involving dopamine function and glutamatergic N-methyl-D-aspartate receptor function , is supported by indirect and direct evidence .",Neurochemical disturbance,neurochemical disturbance,disease,associated_with,dopamine function,dopamine function,physiology
625,"CONCLUSION : Anxiety and depression are associated with lower cognitive function in MS , with a similar pattern observed in persons with other IMID , including IBD and RA , and persons without an IMID .",Anxiety,anxiety,disease,associated_with,cognitive function,cognitive function,physiology
625,"CONCLUSION : Anxiety and depression are associated with lower cognitive function in MS , with a similar pattern observed in persons with other IMID , including IBD and RA , and persons without an IMID .",depression,depression,disease,associated_with,cognitive function,cognitive function,physiology
625,"CONCLUSION : Anxiety and depression are associated with lower cognitive function in MS , with a similar pattern observed in persons with other IMID , including IBD and RA , and persons without an IMID .",cognitive function,cognitive function,physiology,occurs_in,MS,ms,disease
625,"CONCLUSION : Anxiety and depression are associated with lower cognitive function in MS , with a similar pattern observed in persons with other IMID , including IBD and RA , and persons without an IMID .",IBD,ibd,disease,hyponym_of,IMID,imid,disease
625,"CONCLUSION : Anxiety and depression are associated with lower cognitive function in MS , with a similar pattern observed in persons with other IMID , including IBD and RA , and persons without an IMID .",RA,ra,disease,hyponym_of,IMID,imid,disease
626,"The Activate-Initiate-Monitor intervention was a care management program that included Activation of the patient to recognize depression symptoms and accept treatment , Initiation of an antidepressant medication , and Monitoring and adjusting treatment .",Activate-Initiate-Monitor intervention,activate-initiate-monitor intervention,method,hyponym_of,care management program,care management program,method
628,Schizophrenia is a heritable brain illness with unknown pathogenic mechanisms .,Schizophrenia,schizophrenia,disease,hyponym_of,heritable brain illness,heritable brain illness,disease
629,"Schizophrenia's strongest genetic association at a population level involves variation in the major histocompatibility complex ( MHC ) locus , but the genes and molecular mechanisms accounting for this have been challenging to identify .",MHC,mhc,gene,abbreviation_for,major histocompatibility complex,major histocompatibility complex,gene
631,"We found that these alleles generated widely varying levels of C4A and C4B expression in the brain , with each common C4 allele associating with schizophrenia in proportion to its tendency to generate greater expression of C4A .",alleles,alleles,gene,associated_with,C4A and C4B expression,c4a and c4b expression,physiology
